datasetID,creator,eventDate,pubDate,reference,country,stateProvince,municipality,verbatimSite,decimalLatitude,decimalLongitude,northBoundingCoordinate,southBoundingCoordinate,verbatimCoordinates,minimumElevationInMeters,maxElevationInMeters,verbatimElevation,organismQuantityPlants,identificationQualifierPlants,scientificNamePlants,classPlants,familyPlants,genusPlants,specificEpithetPlants,infraspecificEpithetPlants,taxonRankPlants,taxonRemarksPlants,establishmentMeansPlants,habitPlants,selfIncompatabilityPlants,organismQuantityAnimals,identificationQualifierAnimals,scientificNameAnimals,classAnimals,orderAnimals,familyAnimals,subfamilyAnimals,genusAnimals,specificEpithetAnimals,taxonRankAnimals,taxonRemarksAnimals,establishmentMeansAnimals,interactionType,interactionTypeIRI,resourceCollected,samplingProtocol,sampleSizeValue,samplingSizeUnit
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Aristotelia chilensis,Magnoliopsida,Elaeocarpaceae,Aristotelia,chilensis,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Asteranthera ovata,Magnoliopsida,Gesneriaceae,Asteranthera,ovata,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Campsidium ,Magnoliopsida,Bignoniaceae,Campsidium,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Campsidium ,Magnoliopsida,Bignoniaceae,Campsidium,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Crinodendron ,Magnoliopsida,Elaeocarpaceae,Crinodendron,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Desfontainia ,Magnoliopsida,Columelliaceae,Desfontainia,,,genus,Desfontaineaceae,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Desfontainia ,Magnoliopsida,Columelliaceae,Desfontainia,,,genus,Desfontaineaceae,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,,NA,NA,-38,-42.9,38°- 42° S,NA,NA,,NA,,Desmaria mutabilis,Magnoliopsida,Loranthaceae,Desmaria,mutabilis,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,,NA,NA,-38,-42.9,38°- 42° S,NA,NA,,NA,,Eccremocarpus ,Magnoliopsida,Bignoniaceae,Eccremocarpus,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Embothrium coccineum,Magnoliopsida,Proteaceae,Embothrium,coccineum,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Embothrium coccineum,Magnoliopsida,Proteaceae,Embothrium,coccineum,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Escallonia ,Magnoliopsida,Escalloniaceae,Escallonia,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Escallonia ,Magnoliopsida,Escalloniaceae,Escallonia,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Fuchsia ,Magnoliopsida,Onagraceae,Fuchsia,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Fuchsia ,Magnoliopsida,Onagraceae,Fuchsia,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,,NA,NA,-38,-42.9,38°- 42° S,NA,NA,,NA,,Lapageria rosea,Magnoliopsida,Philesiaceae,Lapageria,rosea,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,,NA,NA,-38,-42.9,38°- 42° S,NA,NA,,NA,,Latua ,Magnoliopsida,Solanaceae,Latua,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Mitraria coccinea,Magnoliopsida,Gesneriaceae,Mitraria,coccinea,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Mitraria coccinea,Magnoliopsida,Gesneriaceae,Mitraria,coccinea,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Notanthera ,Magnoliopsida,Loranthaceae,Notanthera,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Philesia ,Magnoliopsida,Philesiaceae,Philesia,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Rhaphithamnus ,Magnoliopsida,Verbenaceae,Rhaphithamnus,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Rhaphithamnus ,Magnoliopsida,Verbenaceae,Rhaphithamnus,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Sarmienta ,Magnoliopsida,Gesneriaceae,Sarmienta,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Sarmienta ,Magnoliopsida,Gesneriaceae,Sarmienta,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Sophora ,Magnoliopsida,Fabaceae,Sophora,,,genus,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Cordillera of Piuchue in Chiloe, X Region",-42.377,-73.999,-38,-42.9,38°- 42° S,NA,NA,,NA,,Tristerix corymbosus,Magnoliopsida,Loranthaceae,Tristerix,corymbosus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
1,Giselle Muschett,,1998,"Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236",Chile,Los Lagos,NA,"Antillanca, X Region",-40.729,-72.188,-38,-42.9,38°- 42° S,NA,NA,,NA,,Tristerix corymbosus,Magnoliopsida,Loranthaceae,Tristerix,corymbosus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,Sephanoides galeritus,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Coquimbo,NA,"Near Fray Jorge National Park, IV Region",-30.664,-71.686,,,,NA,NA,,5,,Tristerix aphyllus,Magnoliopsida,Loranthaceae,Tristerix,aphyllus,,species,,native,,,1,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Coquimbo,NA,"Chinchillas National Park, IV Region",-31.507,-71.106,,,,NA,NA,,NA,,Tristerix aphyllus,Magnoliopsida,Loranthaceae,Tristerix,aphyllus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Coquimbo,NA,"Near Chinchillas National Park, IV Region",-31.626,-71.251,,,,NA,NA,,NA,,Tristerix corymbosus,Magnoliopsida,Loranthaceae,Tristerix,corymbosus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Valparaiso,NA,"Los Andes, V Region",-32.828,-70.529,,,,NA,NA,,NA,,Tristerix aphyllus,Magnoliopsida,Loranthaceae,Tristerix,aphyllus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Valparaiso,NA,"Near La Campana National Park, V Region",-33.004,-71.142,,,,NA,NA,,NA,,Tristerix aphyllus,Magnoliopsida,Loranthaceae,Tristerix,aphyllus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Maule,NA,"Talca, VII Region",-35.392,-71.599,,,,NA,NA,,NA,,Tristerix corymbosus,Magnoliopsida,Loranthaceae,Tristerix,corymbosus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Los Lagos,NA,"Near Linao, Chiloe, X Region",-41.962,-73.533,,,,NA,NA,,NA,,Tristerix corymbosus,Magnoliopsida,Loranthaceae,Tristerix,corymbosus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Valparaiso,NA,"La Calera, V Region",-32.76,-71.147,,,,NA,NA,,NA,,Tristerix verticillatus,Magnoliopsida,Loranthaceae,Tristerix,verticillatus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Valparaiso,NA,"Guardia Vieja, V Region",-32.874,-70.339,,,,NA,NA,,NA,,Tristerix verticillatus,Magnoliopsida,Loranthaceae,Tristerix,verticillatus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Maule,NA,"Near Antuco, VII Region",-32.273,-71.729,,,,NA,NA,,NA,,Tristerix verticillatus,Magnoliopsida,Loranthaceae,Tristerix,verticillatus,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Bio Bio,NA,"Los Queles National Park, VIII Region",-35.949,-72.616,,,,NA,NA,,NA,,Notanthera heterophyllus,Magnoliopsida,Loranthaceae,Notanthera,heterophyllus,,species,Notanthera heterophylla,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
4,Giselle Muschett,,2007,"Amico et al. 2007. Phylogenetic relationships and ecological speciation in the mistletoe Tristerix (Loranthaceae): the influence of pollinators, dispersers, and hosts. American Journal of Botany, 9(4), 558-567. doi: 10.3732/ajb.94.4.558",Chile,Valparaiso,NA,"Km 51, Route 5 North, V Region",-32.902,-70.842,,,,NA,NA,,NA,,Ligaria cuneifolia,Magnoliopsida,Loranthaceae,Ligaria,cuneifolia,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
6,Giselle Muschett,1991-01/1997-12,2001,"Anderson et al. 2001. Breeding system and pollination of selected plants native to Juan Fernández islands. American Journal of Botany, 88 (2), 220-233. doi: 10.2307/2657013",Chile,Valparaiso,NA,"Juan Fernandez, Isla Robinson Crusoe, V Region",-33,-78,,,"33° S, 78° W",NA,NA,,10,,Dendroseris litoralis,Magnoliopsida,Asteraceae,Dendroseris,litoralis,,species,,native,,self compatible,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
6,Giselle Muschett,1991-01/1997-12,2001,"Anderson et al. 2001. Breeding system and pollination of selected plants native to Juan Fernández islands. American Journal of Botany, 88 (2), 220-233. doi: 10.2307/2657013",Chile,Valparaiso,NA,"Juan Fernandez, Isla Robinson Crusoe, V Region",-33,-78,,,"33° S, 78° W",NA,NA,,NA,,Dendroseris litoralis,Magnoliopsida,Asteraceae,Dendroseris,litoralis,,species,,native,,self compatible,NA,,Sephanoides fernandensis,Aves,Apodiformes,Trochilidae,,Sephanoides,fernandensis,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
6,Giselle Muschett,1991-01/1997-12,2001,"Anderson et al. 2001. Breeding system and pollination of selected plants native to Juan Fernández islands. American Journal of Botany, 88 (2), 220-233. doi: 10.2307/2657013",Chile,Valparaiso,NA,"Juan Fernandez, Isla Robinson Crusoe, V Region",-33,-78,,,"33° S, 78° W",NA,NA,,NA,,Cuminia eriantha,Magnoliopsida,Lamiaceae,Cuminia,eriantha,,species,,native,,,NA,,Sephanoides sephaniodes,Aves,Apodiformes,Trochilidae,,Sephanoides,sephaniodes,species,,native,pollinated by,http://purl.obolibrary.org/obo/RO_0002456,nectar,,NA,
